Warehouse,Shipment,Calls,Category_Calls,Rating,Satisfactions,Cost,Purchase,Category_Purchase,Importance,Gender,Discount,Category_Discount,Weight,Category_Weight,Late
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,252,4,Often,low,M,2,0 - 3 (Low),5226,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,134,4,Often,low,M,5,4 - 7 (Medium),5090,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,189,2,Seldom,medium,F,4,4 - 7 (Medium),4160,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),4,satisfied,159,2,Seldom,medium,F,6,4 - 7 (Medium),4990,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,173,3,Seldom,medium,M,6,4 - 7 (Medium),4963,> 4149 (Large),0
A,Road,5,> 4 (Tinggi),5,satisfied,254,2,Seldom,medium,M,6,4 - 7 (Medium),4934,> 4149 (Large),0
B,Road,5,> 4 (Tinggi),3,neutral or dissatisfied,241,2,Seldom,medium,M,5,4 - 7 (Medium),5666,> 4149 (Large),0
C,Road,4,2 - 4 (Rendah),4,satisfied,262,2,Seldom,medium,M,1,0 - 3 (Low),4357,> 4149 (Large),0
F,Road,5,> 4 (Tinggi),1,neutral or dissatisfied,265,4,Often,low,F,2,0 - 3 (Low),5416,> 4149 (Large),1
D,Road,6,> 4 (Tinggi),4,satisfied,201,4,Often,low,F,8,> 7 (High),5355,> 4149 (Large),1
F,Road,5,> 4 (Tinggi),2,neutral or dissatisfied,233,4,Often,medium,F,9,> 7 (High),5539,> 4149 (Large),0
A,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,164,10,Often,medium,F,6,4 - 7 (Medium),5603,> 4149 (Large),0
B,Road,4,2 - 4 (Rendah),5,satisfied,180,2,Seldom,medium,M,1,0 - 3 (Low),5622,> 4149 (Large),0
C,Road,3,2 - 4 (Rendah),4,satisfied,199,3,Seldom,medium,M,1,0 - 3 (Low),4490,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,140,8,Often,medium,M,8,> 7 (High),4065,1333 - 4149 (Medium),1
D,Road,4,2 - 4 (Rendah),5,satisfied,140,2,Seldom,medium,F,5,4 - 7 (Medium),4347,> 4149 (Large),1
F,Road,5,> 4 (Tinggi),2,neutral or dissatisfied,146,7,Often,low,F,9,> 7 (High),5631,> 4149 (Large),0
A,Road,5,> 4 (Tinggi),3,neutral or dissatisfied,216,10,Often,medium,M,4,4 - 7 (Medium),4409,> 4149 (Large),1
B,Road,3,2 - 4 (Rendah),5,satisfied,159,2,Seldom,high,F,9,> 7 (High),4099,1333 - 4149 (Medium),1
C,Road,4,2 - 4 (Rendah),4,satisfied,222,3,Seldom,medium,M,4,4 - 7 (Medium),5857,> 4149 (Large),0
F,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,240,8,Often,medium,M,8,> 7 (High),4319,> 4149 (Large),1
D,Road,3,2 - 4 (Rendah),3,neutral or dissatisfied,189,3,Seldom,high,M,9,> 7 (High),4278,> 4149 (Large),1
F,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,252,2,Seldom,low,M,9,> 7 (High),5050,> 4149 (Large),0
A,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,149,4,Often,medium,M,7,4 - 7 (Medium),4598,> 4149 (Large),0
B,Road,5,> 4 (Tinggi),4,satisfied,199,5,Often,medium,F,6,4 - 7 (Medium),4417,> 4149 (Large),1
C,Road,4,2 - 4 (Rendah),5,satisfied,244,3,Seldom,low,F,7,4 - 7 (Medium),4172,> 4149 (Large),0
F,Flight,7,> 4 (Tinggi),2,neutral or dissatisfied,272,4,Often,medium,F,8,> 7 (High),1816,1333 - 4149 (Medium),0
D,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,269,5,Often,low,F,3,0 - 3 (Low),1667,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,263,5,Often,low,F,8,> 7 (High),1257,0 - 1332 (Small),0
A,Flight,6,> 4 (Tinggi),4,satisfied,284,4,Often,low,F,9,> 7 (High),1436,1333 - 4149 (Medium),0
B,Flight,5,> 4 (Tinggi),5,satisfied,232,5,Often,medium,F,6,4 - 7 (Medium),1246,0 - 1332 (Small),0
C,Flight,6,> 4 (Tinggi),5,satisfied,219,5,Often,low,F,2,0 - 3 (Low),1475,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),5,satisfied,206,4,Often,medium,F,1,0 - 3 (Low),1593,1333 - 4149 (Medium),0
D,Flight,5,> 4 (Tinggi),4,satisfied,242,5,Often,medium,F,2,0 - 3 (Low),1717,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,250,4,Often,medium,M,4,4 - 7 (Medium),1438,1333 - 4149 (Medium),0
A,Flight,7,> 4 (Tinggi),4,satisfied,267,4,Often,medium,F,9,> 7 (High),1378,1333 - 4149 (Medium),1
B,Flight,6,> 4 (Tinggi),3,neutral or dissatisfied,269,4,Often,medium,F,3,0 - 3 (Low),1022,0 - 1332 (Small),0
C,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,189,2,Seldom,medium,F,3,0 - 3 (Low),4617,> 4149 (Large),0
F,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,159,2,Seldom,medium,F,3,0 - 3 (Low),5691,> 4149 (Large),0
D,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,173,3,Seldom,medium,F,2,0 - 3 (Low),4351,> 4149 (Large),0
F,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,254,2,Seldom,medium,F,5,4 - 7 (Medium),4764,> 4149 (Large),1
A,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,241,2,Seldom,medium,M,9,> 7 (High),4965,> 4149 (Large),0
B,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,262,2,Seldom,medium,F,3,0 - 3 (Low),4064,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,265,4,Often,low,F,7,4 - 7 (Medium),4883,> 4149 (Large),0
F,Flight,6,> 4 (Tinggi),1,neutral or dissatisfied,201,4,Often,low,F,5,4 - 7 (Medium),4592,> 4149 (Large),1
D,Flight,5,> 4 (Tinggi),4,satisfied,233,4,Often,medium,M,1,0 - 3 (Low),4255,> 4149 (Large),1
F,Flight,3,2 - 4 (Rendah),4,satisfied,164,10,Often,medium,F,10,> 7 (High),4134,1333 - 4149 (Medium),0
A,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,180,2,Seldom,medium,F,10,> 7 (High),5666,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,199,3,Seldom,medium,F,8,> 7 (High),4164,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),4,satisfied,140,8,Often,medium,F,2,0 - 3 (Low),5481,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,140,2,Seldom,medium,F,2,0 - 3 (Low),5042,> 4149 (Large),0
D,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,146,7,Often,low,M,7,4 - 7 (Medium),5204,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,216,10,Often,medium,F,2,0 - 3 (Low),5672,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),5,satisfied,159,2,Seldom,high,F,6,4 - 7 (Medium),4295,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),4,satisfied,222,3,Seldom,medium,F,6,4 - 7 (Medium),4199,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,240,8,Often,medium,M,1,0 - 3 (Low),4638,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,189,3,Seldom,high,M,1,0 - 3 (Low),4997,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),4,satisfied,252,2,Seldom,low,M,6,4 - 7 (Medium),4630,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,149,4,Often,medium,F,7,4 - 7 (Medium),5434,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),4,satisfied,199,5,Often,medium,M,6,4 - 7 (Medium),5210,> 4149 (Large),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,244,3,Seldom,low,M,7,4 - 7 (Medium),4761,> 4149 (Large),0
C,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,272,4,Often,medium,M,2,0 - 3 (Low),1754,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),5,satisfied,269,5,Often,low,F,6,4 - 7 (Medium),1630,1333 - 4149 (Medium),0
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,263,5,Often,low,M,1,0 - 3 (Low),1605,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),4,satisfied,284,4,Often,low,F,9,> 7 (High),1845,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,232,5,Often,medium,F,2,0 - 3 (Low),1057,0 - 1332 (Small),1
B,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,219,5,Often,low,M,9,> 7 (High),1483,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),4,satisfied,206,4,Often,medium,F,9,> 7 (High),1074,0 - 1332 (Small),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,242,5,Often,medium,F,5,4 - 7 (Medium),1820,1333 - 4149 (Medium),0
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,250,4,Often,medium,F,4,4 - 7 (Medium),1111,0 - 1332 (Small),1
F,Ship,7,> 4 (Tinggi),5,satisfied,267,4,Often,medium,F,10,> 7 (High),1067,0 - 1332 (Small),0
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,269,4,Often,medium,F,3,0 - 3 (Low),1665,1333 - 4149 (Medium),0
B,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,240,5,Often,medium,M,3,0 - 3 (Low),1079,0 - 1332 (Small),0
C,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,228,5,Often,low,M,6,4 - 7 (Medium),1726,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),5,satisfied,262,5,Often,low,M,6,4 - 7 (Medium),1887,1333 - 4149 (Medium),1
D,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,306,4,Often,low,F,1,0 - 3 (Low),1815,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),5,satisfied,276,4,Often,low,M,3,0 - 3 (Low),1136,0 - 1332 (Small),0
A,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,183,5,Often,low,F,3,0 - 3 (Low),1504,1333 - 4149 (Medium),0
B,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,239,5,Often,low,M,1,0 - 3 (Low),1239,0 - 1332 (Small),0
C,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,285,4,Often,low,M,2,0 - 3 (Low),1516,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,229,6,Often,low,M,9,> 7 (High),1883,1333 - 4149 (Medium),1
D,Ship,7,> 4 (Tinggi),4,satisfied,308,5,Often,medium,F,7,4 - 7 (Medium),1563,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,293,4,Often,low,F,10,> 7 (High),1534,1333 - 4149 (Medium),1
A,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,247,4,Often,low,F,4,4 - 7 (Medium),1623,1333 - 4149 (Medium),1
B,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,260,5,Often,low,F,9,> 7 (High),1667,1333 - 4149 (Medium),1
C,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,308,4,Often,medium,M,6,4 - 7 (Medium),1113,0 - 1332 (Small),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,274,6,Often,medium,M,2,0 - 3 (Low),1748,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,236,6,Often,low,F,6,4 - 7 (Medium),1552,1333 - 4149 (Medium),0
F,Ship,7,> 4 (Tinggi),4,satisfied,291,4,Often,medium,M,1,0 - 3 (Low),1817,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),5,satisfied,247,5,Often,low,M,9,> 7 (High),1499,1333 - 4149 (Medium),0
B,Ship,5,> 4 (Tinggi),4,satisfied,217,5,Often,high,F,3,0 - 3 (Low),1007,0 - 1332 (Small),1
C,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,246,4,Often,low,M,4,4 - 7 (Medium),1555,1333 - 4149 (Medium),0
F,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,301,4,Often,low,F,2,0 - 3 (Low),1083,0 - 1332 (Small),0
D,Ship,5,> 4 (Tinggi),4,satisfied,259,5,Often,low,F,4,4 - 7 (Medium),1991,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,275,5,Often,low,F,6,4 - 7 (Medium),1438,1333 - 4149 (Medium),0
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,309,4,Often,medium,F,8,> 7 (High),1289,0 - 1332 (Small),1
B,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,232,6,Often,medium,F,3,0 - 3 (Low),1540,1333 - 4149 (Medium),0
C,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,244,4,Often,low,F,7,4 - 7 (Medium),1007,0 - 1332 (Small),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,267,5,Often,medium,F,9,> 7 (High),1716,1333 - 4149 (Medium),1
D,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,254,4,Often,low,F,2,0 - 3 (Low),1071,0 - 1332 (Small),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,270,4,Often,medium,M,8,> 7 (High),1631,1333 - 4149 (Medium),1
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,301,4,Often,medium,M,10,> 7 (High),1747,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),5,satisfied,221,5,Often,low,F,5,4 - 7 (Medium),1608,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,243,5,Often,low,F,9,> 7 (High),1312,0 - 1332 (Small),1
F,Ship,6,> 4 (Tinggi),4,satisfied,264,4,Often,low,M,1,0 - 3 (Low),1711,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,228,5,Often,low,F,9,> 7 (High),1044,0 - 1332 (Small),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,262,5,Often,low,F,5,4 - 7 (Medium),1916,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,270,5,Often,medium,M,9,> 7 (High),1167,0 - 1332 (Small),0
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,131,4,Often,low,M,1,0 - 3 (Low),1628,1333 - 4149 (Medium),0
C,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,257,4,Often,low,M,1,0 - 3 (Low),1405,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,245,5,Often,medium,M,1,0 - 3 (Low),1472,1333 - 4149 (Medium),0
D,Ship,5,> 4 (Tinggi),5,satisfied,272,5,Often,medium,F,5,4 - 7 (Medium),1868,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,284,4,Often,low,F,7,4 - 7 (Medium),1153,0 - 1332 (Small),0
A,Ship,7,> 4 (Tinggi),5,satisfied,285,4,Often,low,M,6,4 - 7 (Medium),1591,1333 - 4149 (Medium),1
B,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,250,4,Often,low,M,9,> 7 (High),1618,1333 - 4149 (Medium),0
C,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,272,4,Often,medium,M,7,4 - 7 (Medium),1067,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,254,5,Often,low,F,3,0 - 3 (Low),1248,0 - 1332 (Small),0
D,Ship,5,> 4 (Tinggi),4,satisfied,217,5,Often,low,F,5,4 - 7 (Medium),1360,1333 - 4149 (Medium),1
F,Ship,7,> 4 (Tinggi),5,satisfied,253,4,Often,low,M,10,> 7 (High),1166,0 - 1332 (Small),1
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,276,5,Often,low,F,6,4 - 7 (Medium),1793,1333 - 4149 (Medium),0
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,241,5,Often,low,F,4,4 - 7 (Medium),1145,0 - 1332 (Small),0
C,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,259,5,Often,medium,M,1,0 - 3 (Low),1357,1333 - 4149 (Medium),0
F,Ship,6,> 4 (Tinggi),4,satisfied,272,4,Often,medium,F,10,> 7 (High),1171,0 - 1332 (Small),1
D,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,280,4,Often,medium,M,6,4 - 7 (Medium),1735,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,257,5,Often,low,M,7,4 - 7 (Medium),1090,0 - 1332 (Small),0
A,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,282,4,Often,low,M,9,> 7 (High),1417,1333 - 4149 (Medium),1
B,Ship,6,> 4 (Tinggi),4,satisfied,268,4,Often,medium,M,9,> 7 (High),1354,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,238,5,Often,high,M,10,> 7 (High),1841,1333 - 4149 (Medium),1
F,Ship,7,> 4 (Tinggi),4,satisfied,310,4,Often,low,M,6,4 - 7 (Medium),1003,0 - 1332 (Small),1
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,187,2,Seldom,low,M,5,4 - 7 (Medium),5691,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,167,4,Often,medium,M,1,0 - 3 (Low),5301,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,197,4,Often,medium,M,9,> 7 (High),4429,> 4149 (Large),0
B,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,214,2,Seldom,low,M,5,4 - 7 (Medium),4708,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,174,2,Seldom,low,F,8,> 7 (High),4295,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),5,satisfied,239,3,Seldom,medium,M,1,0 - 3 (Low),5482,> 4149 (Large),1
D,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,249,3,Seldom,low,F,8,> 7 (High),5940,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,141,3,Seldom,low,M,2,0 - 3 (Low),4124,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,179,3,Seldom,medium,M,5,4 - 7 (Medium),4325,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,253,3,Seldom,high,M,8,> 7 (High),5030,> 4149 (Large),1
C,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,219,4,Often,low,F,9,> 7 (High),4086,1333 - 4149 (Medium),0
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,249,6,Often,medium,M,2,0 - 3 (Low),5720,> 4149 (Large),1
D,Road,3,2 - 4 (Rendah),3,neutral or dissatisfied,196,3,Seldom,low,M,9,> 7 (High),4431,> 4149 (Large),0
F,Road,6,> 4 (Tinggi),5,satisfied,244,3,Seldom,low,M,9,> 7 (High),5634,> 4149 (Large),0
A,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,144,3,Seldom,low,M,2,0 - 3 (Low),4264,> 4149 (Large),0
B,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,240,3,Seldom,medium,M,6,4 - 7 (Medium),4964,> 4149 (Large),0
C,Road,5,> 4 (Tinggi),4,satisfied,222,3,Seldom,low,M,1,0 - 3 (Low),4834,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),4,satisfied,246,3,Seldom,medium,M,5,4 - 7 (Medium),5029,> 4149 (Large),1
D,Road,6,> 4 (Tinggi),1,neutral or dissatisfied,188,5,Often,low,M,4,4 - 7 (Medium),4887,> 4149 (Large),0
F,Road,3,2 - 4 (Rendah),3,neutral or dissatisfied,153,3,Seldom,low,F,3,0 - 3 (Low),4829,> 4149 (Large),0
A,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,151,2,Seldom,low,F,7,4 - 7 (Medium),4437,> 4149 (Large),0
B,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,237,3,Seldom,medium,F,8,> 7 (High),5668,> 4149 (Large),1
C,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,194,3,Seldom,medium,F,4,4 - 7 (Medium),5383,> 4149 (Large),1
F,Road,3,2 - 4 (Rendah),5,satisfied,241,3,Seldom,low,F,5,4 - 7 (Medium),4861,> 4149 (Large),1
D,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,209,2,Seldom,medium,M,3,0 - 3 (Low),5607,> 4149 (Large),0
F,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,160,2,Seldom,low,F,10,> 7 (High),5642,> 4149 (Large),1
A,Road,4,2 - 4 (Rendah),4,satisfied,251,2,Seldom,low,M,2,0 - 3 (Low),4800,> 4149 (Large),0
B,Road,5,> 4 (Tinggi),3,neutral or dissatisfied,193,4,Often,medium,F,3,0 - 3 (Low),5026,> 4149 (Large),0
C,Road,4,2 - 4 (Rendah),4,satisfied,169,3,Seldom,medium,M,5,4 - 7 (Medium),5743,> 4149 (Large),0
F,Road,3,2 - 4 (Rendah),5,satisfied,234,2,Seldom,medium,F,1,0 - 3 (Low),4455,> 4149 (Large),1
D,Road,4,2 - 4 (Rendah),5,satisfied,192,2,Seldom,high,F,4,4 - 7 (Medium),4518,> 4149 (Large),0
F,Road,2,2 - 4 (Rendah),5,satisfied,160,4,Often,low,F,7,4 - 7 (Medium),5754,> 4149 (Large),0
A,Road,5,> 4 (Tinggi),3,neutral or dissatisfied,201,2,Seldom,low,F,1,0 - 3 (Low),4548,> 4149 (Large),1
B,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,260,3,Seldom,low,M,9,> 7 (High),4239,> 4149 (Large),0
C,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,244,4,Often,medium,M,10,> 7 (High),5181,> 4149 (Large),0
F,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,219,6,Often,low,F,9,> 7 (High),5263,> 4149 (Large),1
D,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,219,4,Often,high,F,2,0 - 3 (Low),4422,> 4149 (Large),1
F,Flight,3,2 - 4 (Rendah),5,satisfied,175,3,Seldom,high,F,6,4 - 7 (Medium),5150,> 4149 (Large),0
A,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,196,3,Seldom,medium,F,2,0 - 3 (Low),4474,> 4149 (Large),0
B,Flight,3,2 - 4 (Rendah),5,satisfied,230,3,Seldom,high,M,4,4 - 7 (Medium),5189,> 4149 (Large),1
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,262,4,Often,high,F,2,0 - 3 (Low),4783,> 4149 (Large),1
F,Flight,5,> 4 (Tinggi),4,satisfied,228,4,Often,high,F,7,4 - 7 (Medium),5913,> 4149 (Large),0
D,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,138,2,Seldom,medium,M,8,> 7 (High),5714,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,240,3,Seldom,low,F,4,4 - 7 (Medium),4787,> 4149 (Large),0
A,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,104,4,Often,low,F,9,> 7 (High),5211,> 4149 (Large),1
B,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,261,2,Seldom,medium,M,10,> 7 (High),4035,1333 - 4149 (Medium),0
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,181,3,Seldom,low,M,4,4 - 7 (Medium),4399,> 4149 (Large),1
F,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,152,3,Seldom,medium,M,4,4 - 7 (Medium),4699,> 4149 (Large),1
D,Flight,2,2 - 4 (Rendah),2,neutral or dissatisfied,215,5,Often,medium,M,3,0 - 3 (Low),5185,> 4149 (Large),1
F,Flight,5,> 4 (Tinggi),4,satisfied,266,6,Often,medium,F,7,4 - 7 (Medium),4486,> 4149 (Large),0
A,Flight,4,2 - 4 (Rendah),5,satisfied,265,2,Seldom,medium,F,9,> 7 (High),5135,> 4149 (Large),1
B,Flight,5,> 4 (Tinggi),5,satisfied,142,4,Often,medium,M,8,> 7 (High),5372,> 4149 (Large),0
C,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,169,2,Seldom,low,F,1,0 - 3 (Low),4500,> 4149 (Large),1
F,Flight,3,2 - 4 (Rendah),5,satisfied,257,3,Seldom,medium,M,4,4 - 7 (Medium),5196,> 4149 (Large),1
D,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,142,3,Seldom,low,M,9,> 7 (High),4234,> 4149 (Large),0
F,Flight,2,2 - 4 (Rendah),4,satisfied,233,4,Often,medium,F,4,4 - 7 (Medium),5408,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,136,4,Often,medium,M,9,> 7 (High),5038,> 4149 (Large),0
B,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,173,3,Seldom,low,F,10,> 7 (High),4736,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),4,satisfied,221,3,Seldom,low,M,10,> 7 (High),4927,> 4149 (Large),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,204,3,Seldom,low,M,10,> 7 (High),5610,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,149,2,Seldom,low,M,2,0 - 3 (Low),5724,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,166,3,Seldom,medium,F,7,4 - 7 (Medium),5990,> 4149 (Large),1
A,Ship,5,> 4 (Tinggi),4,satisfied,265,2,Seldom,low,F,2,0 - 3 (Low),5164,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,140,2,Seldom,low,F,8,> 7 (High),5253,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,234,3,Seldom,medium,F,9,> 7 (High),4868,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,139,2,Seldom,low,F,6,4 - 7 (Medium),5181,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),4,satisfied,232,2,Seldom,low,F,8,> 7 (High),5629,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,187,4,Often,medium,F,4,4 - 7 (Medium),5640,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),4,satisfied,197,6,Often,medium,M,3,0 - 3 (Low),4890,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),4,satisfied,273,2,Seldom,medium,F,5,4 - 7 (Medium),5223,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,201,3,Seldom,medium,M,7,4 - 7 (Medium),4890,> 4149 (Large),0
